Date,High,Low,Open,Close,Volume,Adj Close
1996-01-05,5181.7900390625,5133.3798828125,5173.10009765625,5181.43017578125,35530000,5181.43017578125
1996-01-08,5207.080078125,5179.97998046875,5181.10009765625,5197.7001953125,11090000,5197.7001953125
1996-01-09,5213.580078125,5116.0400390625,5197.7001953125,5130.1298828125,37100000,5130.1298828125
1996-01-10,5127.60009765625,5014.52001953125,5127.2001953125,5032.93994140625,45260000,5032.93994140625
1996-01-11,5066.18017578125,5020.2998046875,5033.7001953125,5065.10009765625,34530000,5065.10009765625
1996-01-12,5090.02001953125,5022.830078125,5065.7998046875,5061.1201171875,34010000,5061.1201171875
1996-01-15,5078.81982421875,5036.919921875,5060.39990234375,5043.77978515625,29900000,5043.77978515625
1996-01-16,5088.580078125,5018.85009765625,5044.10009765625,5088.22021484375,34400000,5088.22021484375
1996-01-17,5097.97021484375,5052.08984375,5086.39990234375,5066.89990234375,42410000,5066.89990234375
1996-01-18,5125.06982421875,5065.81982421875,5065.81982421875,5124.35009765625,52130000,5124.35009765625
1996-01-19,5194.06982421875,5111.7001953125,5124.7001953125,5184.68017578125,51170000,5184.68017578125
1996-01-22,5219.35986328125,5175.64990234375,5184.0,5219.35986328125,37580000,5219.35986328125
1996-01-23,5219.72021484375,5177.81005859375,5219.7001953125,5192.27001953125,38980000,5192.27001953125
1996-01-24,5260.5498046875,5193.7099609375,5193.7099609375,5242.83984375,41720000,5242.83984375
1996-01-25,5249.7099609375,5209.25,5244.2998046875,5216.830078125,39270000,5216.830078125
1996-01-26,5276.43994140625,5205.990234375,5214.2998046875,5271.75,31630000,5271.75
1996-01-29,5306.06982421875,5271.39013671875,5271.39990234375,5304.97998046875,28030000,5304.97998046875
1996-01-30,5381.56982421875,5304.6201171875,5306.10009765625,5381.2099609375,44910000,5381.2099609375
1996-01-31,5408.669921875,5350.14013671875,5378.7001953125,5395.2998046875,44700000,5395.2998046875
1996-02-01,5405.06005859375,5370.3701171875,5394.89990234375,5405.06005859375,38250000,5405.06005859375
1996-02-02,5410.83984375,5357.009765625,5402.89990234375,5373.990234375,33350000,5373.990234375
1996-02-05,5407.9501953125,5348.33984375,5373.2998046875,5407.58984375,29360000,5407.58984375
1996-02-06,5460.330078125,5397.10986328125,5407.60009765625,5459.60986328125,38710000,5459.60986328125
1996-02-07,5492.490234375,5452.02001953125,5458.2001953125,5492.1201171875,37460000,5492.1201171875
1996-02-08,5542.7001953125,5471.52978515625,5488.5,5539.4501953125,48280000,5539.4501953125
1996-02-09,5584.97021484375,5513.43994140625,5539.5,5541.6201171875,49230000,5541.6201171875
1996-02-12,5616.39990234375,5541.259765625,5541.2998046875,5600.14990234375,37010000,5600.14990234375
1996-02-13,5627.9599609375,5562.56982421875,5593.60009765625,5601.22998046875,42720000,5601.22998046875
1996-02-14,5610.6201171875,5553.89990234375,5599.10009765625,5579.5498046875,35430000,5579.5498046875
1996-02-15,5595.81005859375,5547.0400390625,5578.10009765625,5551.3701171875,34610000,5551.3701171875
1996-02-16,5552.10009765625,5499.35009765625,5552.10009765625,5503.31982421875,43490000,5503.31982421875
1996-02-20,5502.240234375,5433.240234375,5502.2001953125,5458.52978515625,35180000,5458.52978515625
1996-02-21,5520.669921875,5454.18994140625,5454.89990234375,5515.97021484375,36970000,5515.97021484375
1996-02-22,5613.8798828125,5516.330078125,5516.330078125,5608.4599609375,41570000,5608.4599609375
1996-02-23,5659.39990234375,5560.41015625,5608.5,5630.490234375,41670000,5630.490234375
1996-02-26,5629.77001953125,5559.68017578125,5629.10009765625,5565.10009765625,31720000,5565.10009765625
1996-02-27,5564.02001953125,5509.10009765625,5564.0,5549.2099609375,37090000,5549.2099609375
1996-02-28,5593.27978515625,5495.740234375,5547.7998046875,5506.2099609375,37220000,5506.2099609375
1996-02-29,5530.77978515625,5461.77978515625,5506.2001953125,5485.6201171875,39810000,5485.6201171875
1996-03-01,5537.27978515625,5436.1298828125,5488.2001953125,5536.56005859375,41360000,5536.56005859375
1996-03-04,5629.0498046875,5535.1201171875,5535.1201171875,5600.14990234375,31200000,5600.14990234375
1996-03-05,5642.419921875,5577.02001953125,5600.89990234375,5642.419921875,30240000,5642.419921875
1996-03-06,5666.97998046875,5624.35009765625,5643.5,5629.77001953125,33860000,5629.77001953125
1996-03-07,5641.68994140625,5599.7900390625,5630.0,5641.68994140625,31940000,5641.68994140625
1996-03-08,5636.64013671875,5424.2001953125,5636.60009765625,5470.4501953125,50790000,5470.4501953125
1996-03-11,5583.169921875,5444.080078125,5470.7998046875,5581.0,46980000,5581.0
1996-03-12,5584.25,5485.259765625,5580.60009765625,5583.89013671875,47250000,5583.89013671875
1996-03-13,5595.4501953125,5548.85009765625,5581.7001953125,5568.72021484375,42130000,5568.72021484375
1996-03-14,5629.77001953125,5569.080078125,5569.10009765625,5586.06005859375,52380000,5586.06005859375
1996-03-15,5590.02978515625,5550.64990234375,5586.39990234375,5584.97021484375,54830000,5584.97021484375
1996-03-18,5683.60009765625,5585.7001953125,5585.7001953125,5683.60009765625,49300000,5683.60009765625
1996-03-19,5709.97021484375,5652.52978515625,5683.60009765625,5669.509765625,51450000,5669.509765625
1996-03-20,5683.9599609375,5616.39990234375,5668.7998046875,5655.419921875,46260000,5655.419921875
1996-03-21,5668.7900390625,5613.8798828125,5652.2001953125,5626.8798828125,32550000,5626.8798828125
1996-03-22,5649.27978515625,5620.3798828125,5628.2998046875,5636.64013671875,27790000,5636.64013671875
1996-03-25,5678.5400390625,5619.66015625,5638.39990234375,5643.85986328125,35660000,5643.85986328125
1996-03-26,5678.5400390625,5623.6298828125,5642.7998046875,5670.60009765625,31410000,5670.60009765625
1996-03-27,5680.7099609375,5608.4599609375,5670.60009765625,5626.8798828125,32660000,5626.8798828125
1996-03-28,5636.27001953125,5591.47998046875,5624.7001953125,5630.85009765625,29010000,5630.85009765625
1996-03-29,5645.31005859375,5576.66015625,5633.39990234375,5587.14013671875,32020000,5587.14013671875
1996-04-01,5640.25,5587.5,5588.60009765625,5637.72021484375,32470000,5637.72021484375
1996-04-02,5671.68017578125,5623.27001953125,5637.39990234375,5671.68017578125,34940000,5671.68017578125
1996-04-03,5689.740234375,5641.68994140625,5671.7001953125,5689.740234375,28830000,5689.740234375
1996-04-04,5697.68994140625,5671.31982421875,5689.7001953125,5682.8798828125,29390000,5682.8798828125
1996-04-08,5679.990234375,5542.33984375,5679.990234375,5594.3701171875,39940000,5594.3701171875
1996-04-09,5618.93017578125,5549.93017578125,5595.10009765625,5560.41015625,35270000,5560.41015625
1996-04-10,5567.990234375,5472.97998046875,5559.2998046875,5485.97998046875,45430000,5485.97998046875
1996-04-11,5512.35986328125,5415.52978515625,5488.5,5487.06982421875,58930000,5487.06982421875
1996-04-12,5536.2001953125,5480.2001953125,5487.39990234375,5532.58984375,39970000,5532.58984375
1996-04-15,5592.919921875,5534.759765625,5535.7998046875,5592.919921875,27040000,5592.919921875
1996-04-16,5627.9599609375,5577.39013671875,5593.60009765625,5620.02001953125,35270000,5620.02001953125
1996-04-17,5620.740234375,5527.89013671875,5618.60009765625,5549.93017578125,48600000,5549.93017578125
1996-04-18,5564.3798828125,5522.830078125,5547.7998046875,5551.740234375,38770000,5551.740234375
1996-04-19,5572.330078125,5518.85986328125,5551.39990234375,5535.47998046875,37590000,5535.47998046875
1996-04-22,5588.22021484375,5536.2001953125,5536.2001953125,5564.740234375,30650000,5564.740234375
1996-04-23,5598.33984375,5562.2099609375,5565.10009765625,5588.58984375,31980000,5588.58984375
1996-04-24,5599.06005859375,5530.77978515625,5590.39990234375,5553.89990234375,36710000,5553.89990234375
1996-04-25,5582.81005859375,5508.3798828125,5554.2998046875,5566.91015625,39790000,5566.91015625
1996-04-26,5590.39013671875,5546.31982421875,5566.89990234375,5567.990234375,29490000,5567.990234375
1996-04-29,5589.669921875,5552.81982421875,5567.60009765625,5573.41015625,27010000,5573.41015625
1996-04-30,5579.919921875,5547.0400390625,5574.10009765625,5569.080078125,28460000,5569.080078125
1996-05-01,5594.7001953125,5547.7998046875,5567.60009765625,5575.22021484375,29210000,5575.22021484375
1996-05-02,5574.5,5475.509765625,5574.5,5498.27001953125,43620000,5498.27001953125
1996-05-03,5527.169921875,5458.16015625,5495.39990234375,5478.02978515625,38880000,5478.02978515625
1996-05-06,5500.06982421875,5423.1201171875,5479.5,5464.31005859375,36470000,5464.31005859375
1996-05-07,5468.27978515625,5414.4501953125,5464.7001953125,5420.9501953125,34740000,5420.9501953125
1996-05-08,5475.8701171875,5342.2001953125,5417.2998046875,5474.06005859375,43880000,5474.06005859375
1996-05-09,5504.0498046875,5460.68994140625,5470.7998046875,5475.14013671875,33030000,5475.14013671875
1996-05-10,5533.669921875,5476.22998046875,5476.60009765625,5518.14013671875,26740000,5518.14013671875
1996-05-13,5587.77001953125,5516.47021484375,5516.5,5582.60009765625,33230000,5582.60009765625
1996-05-14,5633.56982421875,5577.419921875,5577.419921875,5624.7099609375,43370000,5624.7099609375
1996-05-15,5673.10009765625,5619.52978515625,5622.89990234375,5625.43994140625,40650000,5625.43994140625
1996-05-16,5654.259765625,5607.33984375,5622.10009765625,5635.0498046875,38130000,5635.0498046875
1996-05-17,5698.580078125,5635.419921875,5635.7998046875,5687.5,43890000,5687.5
1996-05-20,5750.2998046875,5671.990234375,5688.2001953125,5748.81982421875,40740000,5748.81982421875
1996-05-21,5759.16015625,5731.4599609375,5749.89990234375,5736.259765625,35570000,5736.259765625
1996-05-22,5782.43994140625,5715.2099609375,5730.2998046875,5778.0,41360000,5778.0
1996-05-23,5796.10009765625,5728.5,5778.0,5762.1201171875,42450000,5762.1201171875
1996-05-24,5789.080078125,5745.1298828125,5761.7001953125,5762.85986328125,29270000,5762.85986328125
1996-05-28,5783.91015625,5697.85009765625,5762.10009765625,5709.669921875,30460000,5709.669921875
1996-05-29,5717.0498046875,5645.39013671875,5709.7001953125,5673.830078125,31830000,5673.830078125
1996-05-30,5715.580078125,5644.27978515625,5671.60009765625,5693.41015625,37340000,5693.41015625
1996-05-31,5698.580078125,5636.89990234375,5693.0,5643.18017578125,27040000,5643.18017578125
1996-06-03,5643.91015625,5606.240234375,5643.89990234375,5624.7099609375,23730000,5624.7099609375
1996-06-04,5671.990234375,5625.81005859375,5625.81005859375,5665.7099609375,30700000,5665.7099609375
1996-06-05,5699.31982421875,5656.83984375,5665.7001953125,5697.47998046875,26980000,5697.47998046875
1996-06-06,5723.330078125,5665.33984375,5696.0,5667.18994140625,39760000,5667.18994140625
1996-06-07,5697.10986328125,5580.3798828125,5665.0,5697.10986328125,38410000,5697.10986328125
1996-06-10,5703.02001953125,5663.85986328125,5697.10009765625,5687.8701171875,24550000,5687.8701171875
1996-06-11,5728.8701171875,5657.580078125,5687.89990234375,5668.66015625,31220000,5668.66015625
1996-06-12,5705.22998046875,5662.009765625,5667.60009765625,5668.2900390625,28700000,5668.2900390625
1996-06-13,5683.43994140625,5639.85009765625,5668.2998046875,5657.9501953125,29900000,5657.9501953125
1996-06-14,5664.97021484375,5630.990234375,5658.2998046875,5649.4501953125,30400000,5649.4501953125
1996-06-17,5677.89990234375,5637.27001953125,5650.2001953125,5652.77978515625,24750000,5652.77978515625
1996-06-18,5663.490234375,5622.85986328125,5652.7998046875,5628.02978515625,26670000,5628.02978515625
1996-06-19,5674.56982421875,5627.66015625,5629.10009765625,5648.35009765625,25230000,5648.35009765625
1996-06-20,5680.47998046875,5632.830078125,5645.0,5659.43017578125,40390000,5659.43017578125
1996-06-21,5705.22998046875,5660.169921875,5660.2001953125,5705.22998046875,60900000,5705.22998046875
1996-06-24,5742.5400390625,5704.490234375,5704.5,5717.7900390625,33330000,5717.7900390625
1996-06-25,5729.97998046875,5698.9501953125,5717.7998046875,5719.27001953125,33600000,5719.27001953125
1996-06-26,5720.75,5673.830078125,5717.7998046875,5682.7001953125,29930000,5682.7001953125
1996-06-27,5683.06982421875,5646.5,5682.7001953125,5677.52978515625,36810000,5677.52978515625
1996-06-28,5704.85986328125,5652.0400390625,5677.5,5654.6298828125,31830000,5654.6298828125
1996-07-01,5729.97998046875,5653.89013671875,5654.60009765625,5729.97998046875,27740000,5729.97998046875
1996-07-02,5733.31005859375,5695.6298828125,5729.60009765625,5720.3798828125,29020000,5720.3798828125
1996-07-03,5720.75,5682.7001953125,5720.0,5703.02001953125,28910000,5703.02001953125
1996-07-05,5702.27978515625,5581.490234375,5700.39990234375,5588.14013671875,19020000,5588.14013671875
1996-07-08,5598.85009765625,5538.64013671875,5586.2998046875,5550.830078125,30850000,5550.830078125
1996-07-09,5596.6298828125,5550.830078125,5552.2998046875,5581.85986328125,28580000,5581.85986328125
1996-07-10,5604.39013671875,5533.47021484375,5582.60009765625,5603.64990234375,33760000,5603.64990234375
1996-07-11,5603.64990234375,5469.93017578125,5603.64990234375,5520.5400390625,47780000,5520.5400390625
1996-07-12,5543.06982421875,5471.41015625,5520.89990234375,5510.56005859375,34130000,5510.56005859375
1996-07-15,5509.830078125,5318.77001953125,5509.7998046875,5349.509765625,43110000,5349.509765625
1996-07-16,5402.0400390625,5182.31982421875,5349.5,5358.759765625,69580000,5358.759765625
1996-07-17,5430.14990234375,5357.27978515625,5357.2998046875,5376.8798828125,43010000,5376.8798828125
1996-07-18,5473.06005859375,5368.740234375,5376.89990234375,5464.18017578125,45800000,5464.18017578125
1996-07-19,5469.35986328125,5408.68994140625,5464.2001953125,5426.81982421875,36050000,5426.81982421875
1996-07-22,5426.81982421875,5369.490234375,5426.5,5390.93994140625,32890000,5390.93994140625
1996-07-23,5434.22021484375,5330.64990234375,5392.7998046875,5346.5498046875,39370000,5346.5498046875
1996-07-24,5379.10009765625,5270.35009765625,5346.60009765625,5354.68994140625,43600000,5354.68994140625
1996-07-25,5431.259765625,5355.06005859375,5355.7998046875,5422.009765625,37190000,5422.009765625
1996-07-26,5474.5400390625,5422.009765625,5422.7998046875,5473.06005859375,27420000,5473.06005859375
1996-07-29,5473.43017578125,5434.58984375,5473.10009765625,5434.58984375,23200000,5434.58984375
1996-07-30,5481.93017578125,5421.64013671875,5435.7001953125,5481.93017578125,26540000,5481.93017578125
1996-07-31,5536.31005859375,5473.7998046875,5479.39990234375,5528.91015625,34300000,5528.91015625
1996-08-01,5607.330078125,5524.10009765625,5528.89990234375,5594.75,36710000,5594.75
1996-08-02,5679.830078125,5592.5400390625,5595.89990234375,5679.830078125,34470000,5679.830078125
1996-08-05,5696.47998046875,5661.33984375,5680.2001953125,5674.27978515625,22670000,5674.27978515625
1996-08-06,5700.919921875,5648.02001953125,5674.2998046875,5696.10986328125,26770000,5696.10986328125
1996-08-07,5719.41015625,5679.830078125,5695.7001953125,5718.669921875,31840000,5718.669921875
1996-08-08,5716.4501953125,5685.75,5716.4501953125,5713.490234375,26890000,5713.490234375
1996-08-09,5729.02978515625,5667.6298828125,5709.7998046875,5681.31005859375,22460000,5681.31005859375
1996-08-12,5706.10009765625,5648.02001953125,5681.2998046875,5704.97998046875,45180000,5704.97998046875
1996-08-13,5699.43994140625,5635.43994140625,5696.5,5647.27978515625,37320000,5647.27978515625
1996-08-14,5668.0,5630.27001953125,5645.39990234375,5666.89990234375,27900000,5666.89990234375
1996-08-15,5679.08984375,5649.8701171875,5666.5,5665.77978515625,24030000,5665.77978515625
1996-08-16,5698.7001953125,5666.52001953125,5666.52001953125,5689.4501953125,28460000,5689.4501953125
1996-08-19,5704.990234375,5686.490234375,5689.7998046875,5699.43994140625,24620000,5699.43994140625
1996-08-20,5723.85009765625,5692.77978515625,5699.39990234375,5721.259765625,24530000,5721.259765625
1996-08-21,5717.93017578125,5672.7998046875,5717.89990234375,5689.81982421875,26720000,5689.81982421875
1996-08-22,5733.47021484375,5684.27001953125,5689.7998046875,5733.47021484375,34760000,5733.47021484375
1996-08-23,5739.02001953125,5700.919921875,5733.7998046875,5722.740234375,25410000,5722.740234375
1996-08-26,5733.47021484375,5675.39013671875,5723.5,5693.89013671875,23080000,5693.89013671875
1996-08-27,5712.009765625,5690.93017578125,5696.10009765625,5711.27001953125,20030000,5711.27001953125
1996-08-28,5727.18017578125,5702.39990234375,5710.2001953125,5712.3798828125,23090000,5712.3798828125
1996-08-29,5710.89990234375,5625.830078125,5710.89990234375,5647.64990234375,26800000,5647.64990234375
1996-08-30,5647.27978515625,5588.47021484375,5646.5,5616.2099609375,22080000,5616.2099609375
1996-09-03,5650.97998046875,5561.4599609375,5611.7998046875,5648.39013671875,29820000,5648.39013671875
1996-09-04,5659.85986328125,5631.009765625,5646.89990234375,5656.89990234375,27340000,5656.89990234375
1996-09-05,5656.52978515625,5601.41015625,5655.7998046875,5606.9599609375,22650000,5606.9599609375
1996-09-06,5681.31005859375,5605.85009765625,5607.0,5659.85986328125,28220000,5659.85986328125
1996-09-09,5735.68994140625,5660.22998046875,5660.22998046875,5733.83984375,24910000,5733.83984375
1996-09-10,5741.60986328125,5709.419921875,5732.39990234375,5727.18017578125,32860000,5727.18017578125
1996-09-11,5767.5,5713.490234375,5726.39990234375,5754.919921875,28420000,5754.919921875
1996-09-12,5794.1298828125,5751.58984375,5752.7001953125,5771.93994140625,29020000,5771.93994140625
1996-09-13,5855.169921875,5773.0498046875,5773.10009765625,5838.52001953125,36360000,5838.52001953125
1996-09-16,5905.47021484375,5837.41015625,5837.7998046875,5889.2001953125,33160000,5889.2001953125
1996-09-17,5897.7001953125,5849.6201171875,5889.60009765625,5888.830078125,38180000,5888.830078125
1996-09-18,5890.68017578125,5864.41015625,5889.2001953125,5877.35986328125,34200000,5877.35986328125
